1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32
Schluessel;Straftat;Gemeindeschluessel;Stadt;Fallstatus;Oper insgesamt ;Opfer maennlich;Opfer weiblich;Opfer - Kinder bis unter 6 Jahre - insgesamt;Opfer - Kinder bis unter 6 Jahre - maennlich;Opfer - Kinder bis unter 6 Jahre - weiblich;Opfer Kinder 6  bis unter 14 Jahre - insgesamt;Opfer Kinder 6  bis unter 14 Jahre - maennlich;Opfer Kinder 6  bis unter 14 Jahre - weiblich;Opfer Kinder bis 14 Jahre- insgesamt;Opfer Kinder bis 14 Jahre- maennlich;Opfer Kinder bis 14 Jahre- weiblich;Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt;Opfer Jugendliche 14 bis unter 18 Jahre - maennlich;Opfer Jugendliche 14 bis unter 18 Jahre - weiblich;Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt;Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich;Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich;Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt;Opfer Erwachsene 21 bis unter 60 Jahre - maennlich;Opfer Erwachsene 21 bis unter 60 Jahre - weiblich;Opfer - Erwachsene 60 Jahre und aelter - insgesamt;Opfer - Erwachsene 60 Jahre und aelter - maennlich;Opfer - Erwachsene 60 Jahre und aelter - weiblich;Opfer Erwachsene - insgesamt;Opfer Erwachsene - maennlich;Opfer Erwachsene - weiblich
------;Straftaten insgesamt;8121000;Heilbronn;insg.;1,559;893;666;10;6;4;82;41;41;92;47;45;94;51;43;112;56;56;1,181;690;491;80;49;31;1,261;739;522
------;Straftaten insgesamt;5916000;Herne;voll.;2,330;1,194;1,136;22;15;7;148;78;70;170;93;77;159;81;78;176;65;111;1,660;850;810;165;105;60;1,825;955;870
------;Straftaten insgesamt;5916000;Herne;vers.;160;89;71;2;2;0;10;6;4;12;8;4;14;7;7;14;8;6;106;58;48;14;8;6;120;66;54
------;Straftaten insgesamt;5916000;Herne;insg.;2,490;1,283;1,207;24;17;7;158;84;74;182;101;81;173;88;85;190;73;117;1,766;908;858;179;113;66;1,945;1,021;924
------;Straftaten insgesamt;3254021;Hildesheim;voll.;1,763;919;844;14;6;8;85;36;49;99;42;57;153;58;95;163;84;79;1,229;669;560;119;66;53;1,348;735;613
------;Straftaten insgesamt;3254021;Hildesheim;vers.;106;69;37;0;0;0;6;1;5;6;1;5;9;3;6;13;9;4;76;55;21;2;1;1;78;56;22
------;Straftaten insgesamt;3254021;Hildesheim;insg.;1,869;988;881;14;6;8;91;37;54;105;43;62;162;61;101;176;93;83;1,305;724;581;121;67;54;1,426;791;635
------;Straftaten insgesamt;9161000;Ingolstadt;voll.;1,764;1,065;699;15;11;4;87;48;39;102;59;43;111;61;50;133;73;60;1,315;818;497;103;54;49;1,418;872;546
------;Straftaten insgesamt;9161000;Ingolstadt;vers.;206;139;67;2;2;0;6;2;4;8;4;4;12;7;5;17;13;4;150;107;43;19;8;11;169;115;54
------;Straftaten insgesamt;9161000;Ingolstadt;insg.;1,970;1,204;766;17;13;4;93;50;43;110;63;47;123;68;55;150;86;64;1,465;925;540;122;62;60;1,587;987;600
------;Straftaten insgesamt;16053000;Jena;voll.;1,227;739;488;23;11;12;80;49;31;103;60;43;140;89;51;128;63;65;770;478;292;86;49;37;856;527;329
------;Straftaten insgesamt;16053000;Jena;vers.;71;48;23;1;0;1;8;4;4;9;4;5;8;7;1;9;7;2;43;28;15;2;2;0;45;30;15
------;Straftaten insgesamt;16053000;Jena;insg.;1,298;787;511;24;11;13;88;53;35;112;64;48;148;96;52;137;70;67;813;506;307;88;51;37;901;557;344
------;Straftaten insgesamt;7312000;Kaiserslautern;voll.;2,007;1,244;763;7;4;3;107;65;42;114;69;45;96;64;32;211;113;98;1,462;924;538;124;74;50;1,586;998;588
------;Straftaten insgesamt;7312000;Kaiserslautern;vers.;174;116;58;2;0;2;12;6;6;14;6;8;13;8;5;19;15;4;122;84;38;6;3;3;128;87;41
------;Straftaten insgesamt;7312000;Kaiserslautern;insg.;2,181;1,360;821;9;4;5;119;71;48;128;75;53;109;72;37;230;128;102;1,584;1,008;576;130;77;53;1,714;1,085;629
------;Straftaten insgesamt;8212000;Karlsruhe;voll.;3,305;2,011;1,294;42;20;22;128;67;61;170;87;83;219;113;106;280;169;111;2,402;1,503;899;234;139;95;2,636;1,642;994
------;Straftaten insgesamt;8212000;Karlsruhe;vers.;257;167;90;7;5;2;9;4;5;16;9;7;11;8;3;13;10;3;196;124;72;21;16;5;217;140;77
------;Straftaten insgesamt;8212000;Karlsruhe;insg.;3,562;2,178;1,384;49;25;24;137;71;66;186;96;90;230;121;109;293;179;114;2,598;1,627;971;255;155;100;2,853;1,782;1,071
------;Straftaten insgesamt;6611000;Kassel;voll.;3,261;1,858;1,403;35;22;13;142;71;71;177;93;84;189;96;93;298;169;129;2,406;1,390;1,016;191;110;81;2,597;1,500;1,097
------;Straftaten insgesamt;6611000;Kassel;vers.;165;116;49;2;1;1;11;6;5;13;7;6;9;6;3;12;10;2;123;90;33;8;3;5;131;93;38
------;Straftaten insgesamt;6611000;Kassel;insg.;3,426;1,974;1,452;37;23;14;153;77;76;190;100;90;198;102;96;310;179;131;2,529;1,480;1,049;199;113;86;2,728;1,593;1,135
------;Straftaten insgesamt;1002000;Kiel;voll.;3,639;2,231;1,408;16;9;7;178;111;67;194;120;74;252;153;99;289;162;127;2,710;1,684;1,026;194;112;82;2,904;1,796;1,108
------;Straftaten insgesamt;1002000;Kiel;vers.;209;130;79;4;4;0;16;13;3;20;17;3;9;8;1;17;8;9;149;91;58;14;6;8;163;97;66
------;Straftaten insgesamt;1002000;Kiel;insg.;3,848;2,361;1,487;20;13;7;194;124;70;214;137;77;261;161;100;306;170;136;2,859;1,775;1,084;208;118;90;3,067;1,893;1,174
------;Straftaten insgesamt;7111000;Koblenz;voll.;1,854;1,123;731;17;11;6;69;41;28;86;52;34;105;64;41;149;79;70;1,395;853;542;119;75;44;1,514;928;586
------;Straftaten insgesamt;7111000;Koblenz;vers.;145;88;57;0;0;0;14;8;6;14;8;6;15;8;7;10;6;4;96;60;36;10;6;4;106;66;40
------;Straftaten insgesamt;7111000;Koblenz;insg.;1,999;1,211;788;17;11;6;83;49;34;100;60;40;120;72;48;159;85;74;1,491;913;578;129;81;48;1,620;994;626
------;Straftaten insgesamt;5315000;Köln;voll.;20,085;11,723;8,362;135;69;66;931;503;428;1,066;572;494;1,287;702;585;1,321;717;604;15,139;8,953;6,186;1,272;779;493;16,411;9,732;6,679
------;Straftaten insgesamt;5315000;Köln;vers.;1,648;1,079;569;16;7;9;88;39;49;104;46;58;106;68;38;102;62;40;1,173;792;381;163;111;52;1,336;903;433
------;Straftaten insgesamt;5315000;Köln;insg.;21,733;12,802;8,931;151;76;75;1,019;542;477;1,170;618;552;1,393;770;623;1,423;779;644;16,312;9,745;6,567;1,435;890;545;17,747;10,635;7,112
------;Straftaten insgesamt;5114000;Krefeld;voll.;3,421;1,898;1,523;19;11;8;222;134;88;241;145;96;275;135;140;262;140;122;2,391;1,332;1,059;252;146;106;2,643;1,478;1,165
------;Straftaten insgesamt;5114000;Krefeld;vers.;207;122;85;1;0;1;18;9;9;19;9;10;12;9;3;16;9;7;134;81;53;26;14;12;160;95;65
------;Straftaten insgesamt;5114000;Krefeld;insg.;3,628;2,020;1,608;20;11;9;240;143;97;260;154;106;287;144;143;278;149;129;2,525;1,413;1,112;278;160;118;2,803;1,573;1,230
------;Straftaten insgesamt;14713000;Leipzig;voll.;8,135;4,941;3,194;94;46;48;371;176;195;465;222;243;513;277;236;600;335;265;6,153;3,870;2,283;404;237;167;6,557;4,107;2,450
------;Straftaten insgesamt;14713000;Leipzig;vers.;551;377;174;17;9;8;18;6;12;35;15;20;29;22;7;48;30;18;403;289;114;36;21;15;439;310;129
------;Straftaten insgesamt;14713000;Leipzig;insg.;8,686;5,318;3,368;111;55;56;389;182;207;500;237;263;542;299;243;648;365;283;6,556;4,159;2,397;440;258;182;6,996;4,417;2,579
------;Straftaten insgesamt;5316000;Leverkusen;voll.;2,209;1,154;1,055;21;7;14;150;70;80;171;77;94;188;93;95;153;83;70;1,515;796;719;182;105;77;1,697;901;796
------;Straftaten insgesamt;5316000;Leverkusen;vers.;205;119;86;2;1;1;12;6;6;14;7;7;15;7;8;17;9;8;142;88;54;17;8;9;159;96;63
------;Straftaten insgesamt;5316000;Leverkusen;insg.;2,414;1,273;1,141;23;8;15;162;76;86;185;84;101;203;100;103;170;92;78;1,657;884;773;199;113;86;1,856;997;859
------;Straftaten insgesamt;1003000;Lübeck;voll.;4,241;2,483;1,758;43;21;22;190;102;88;233;123;110;297;155;142;333;194;139;3,081;1,843;1,238;297;168;129;3,378;2,011;1,367
------;Straftaten insgesamt;1003000;Lübeck;vers.;299;196;103;7;5;2;11;7;4;18;12;6;27;15;12;23;18;5;207;136;71;24;15;9;231;151;80
------;Straftaten insgesamt;1003000;Lübeck;insg.;4,540;2,679;1,861;50;26;24;201;109;92;251;135;116;324;170;154;356;212;144;3,288;1,979;1,309;321;183;138;3,609;2,162;1,447
------;Straftaten insgesamt;7314000;Ludwigshafen am Rhein;voll.;3,245;1,786;1,459;29;12;17;254;145;109;283;157;126;276;155;121;264;142;122;2,213;1,209;1,004;209;123;86;2,422;1,332;1,090
------;Straftaten insgesamt;7314000;Ludwigshafen am Rhein;vers.;282;181;101;0;0;0;28;17;11;28;17;11;31;24;7;21;17;4;184;113;71;18;10;8;202;123;79
------;Straftaten insgesamt;7314000;Ludwigshafen am Rhein;insg.;3,527;1,967;1,560;29;12;17;282;162;120;311;174;137;307;179;128;285;159;126;2,397;1,322;1,075;227;133;94;2,624;1,455;1,169
------;Straftaten insgesamt;15003000;Magdeburg;voll.;3,972;2,389;1,583;45;23;22;252;142;110;297;165;132;352;210;142;283;169;114;2,767;1,691;1,076;273;154;119;3,040;1,845;1,195
------;Straftaten insgesamt;15003000;Magdeburg;vers.;255;172;83;2;2;0;20;11;9;22;13;9;22;14;8;21;16;5;168;113;55;22;16;6;190;129;61
------;Straftaten insgesamt;15003000;Magdeburg;insg.;4,227;2,561;1,666;47;25;22;272;153;119;319;178;141;374;224;150;304;185;119;2,935;1,804;1,131;295;170;125;3,230;1,974;1,256
------;Straftaten insgesamt;7315000;Mainz;voll.;2,446;1,470;976;26;13;13;122;71;51;148;84;64;161;85;76;203;99;104;1,786;1,112;674;148;90;58;1,934;1,202;732
------;Straftaten insgesamt;7315000;Mainz;vers.;209;148;61;1;0;1;6;5;1;7;5;2;18;14;4;19;12;7;148;107;41;17;10;7;165;117;48
------;Straftaten insgesamt;7315000;Mainz;insg.;2,655;1,618;1,037;27;13;14;128;76;52;155;89;66;179;99;80;222;111;111;1,934;1,219;715;165;100;65;2,099;1,319;780
------;Straftaten insgesamt;8222000;Mannheim;voll.;3,306;1,869;1,437;29;24;5;156;92;64;185;116;69;194;107;87;240;123;117;2,469;1,401;1,068;218;122;96;2,687;1,523;1,164
------;Straftaten insgesamt;8222000;Mannheim;vers.;212;146;66;4;1;3;16;8;8;20;9;11;8;6;2;12;9;3;157;110;47;15;12;3;172;122;50
------;Straftaten insgesamt;8222000;Mannheim;insg.;3,518;2,015;1,503;33;25;8;172;100;72;205;125;80;202;113;89;252;132;120;2,626;1,511;1,115;233;134;99;2,859;1,645;1,214
------;Straftaten insgesamt;5170024;Moers;voll.;1,149;619;530;43;19;24;105;70;35;148;89;59;73;33;40;80;36;44;774;424;350;74;37;37;848;461;387
------;Straftaten insgesamt;5170024;Moers;vers.;65;40;25;0;0;0;7;7;0;7;7;0;5;4;1;5;4;1;41;21;20;7;4;3;48;25;23
------;Straftaten insgesamt;5170024;Moers;insg.;1,214;659;555;43;19;24;112;77;35;155;96;59;78;37;41;85;40;45;815;445;370;81;41;40;896;486;410
------;Straftaten insgesamt;5116000;Mönchengladbach;voll.;3,954;2,169;1,785;41;21;20;227;114;113;268;135;133;233;122;111;286;155;131;2,880;1,576;1,304;287;181;106;3,167;1,757;1,410
------;Straftaten insgesamt;5116000;Mönchengladbach;vers.;260;168;92;6;2;4;10;6;4;16;8;8;18;12;6;15;9;6;184;122;62;27;17;10;211;139;72
------;Straftaten insgesamt;5116000;Mönchengladbach;insg.;4,214;2,337;1,877;47;23;24;237;120;117;284;143;141;251;134;117;301;164;137;3,064;1,698;1,366;314;198;116;3,378;1,896;1,482
------;Straftaten insgesamt;5117000;Mülheim an der Ruhr;voll.;1,847;954;893;23;9;14;108;52;56;131;61;70;147;79;68;93;39;54;1,306;684;622;170;91;79;1,476;775;701
------;Straftaten insgesamt;5117000;Mülheim an der Ruhr;vers.;137;81;56;0;0;0;7;1;6;7;1;6;16;8;8;6;3;3;86;57;29;22;12;10;108;69;39
------;Straftaten insgesamt;5117000;Mülheim an der Ruhr;insg.;1,984;1,035;949;23;9;14;115;53;62;138;62;76;163;87;76;99;42;57;1,392;741;651;192;103;89;1,584;844;740
------;Straftaten insgesamt;9162000;München;voll.;14,613;9,052;5,561;157;84;73;719;400;319;876;484;392;1,035;568;467;1,131;693;438;10,717;6,827;3,890;854;480;374;11,571;7,307;4,264
------;Straftaten insgesamt;9162000;München;vers.;1,409;942;467;12;6;6;72;46;26;84;52;32;114;75;39;74;51;23;1,044;712;332;93;52;41;1,137;764;373
------;Straftaten insgesamt;9162000;München;insg.;16,022;9,994;6,028;169;90;79;791;446;345;960;536;424;1,149;643;506;1,205;744;461;11,761;7,539;4,222;947;532;415;12,708;8,071;4,637
------;Straftaten insgesamt;5515000;Münster;voll.;4,157;2,591;1,566;38;21;17;175;100;75;213;121;92;256;148;108;366;232;134;3,065;1,924;1,141;257;166;91;3,322;2,090;1,232
------;Straftaten insgesamt;5515000;Münster;vers.;338;229;109;3;1;2;9;6;3;12;7;5;17;15;2;26;18;8;245;162;83;38;27;11;283;189;94
------;Straftaten insgesamt;5515000;Münster;insg.;4,495;2,820;1,675;41;22;19;184;106;78;225;128;97;273;163;110;392;250;142;3,310;2,086;1,224;295;193;102;3,605;2,279;1,326
------;Straftaten insgesamt;5162024;Neuss;voll.;1,745;937;808;14;10;4;107;60;47;121;70;51;141;78;63;146;71;75;1,211;649;562;126;69;57;1,337;718;619
------;Straftaten insgesamt;5162024;Neuss;vers.;115;82;33;2;1;1;7;7;0;9;8;1;12;10;2;12;5;7;71;51;20;11;8;3;82;59;23
------;Straftaten insgesamt;5162024;Neuss;insg.;1,860;1,019;841;16;11;5;114;67;47;130;78;52;153;88;65;158;76;82;1,282;700;582;137;77;60;1,419;777;642
------;Straftaten insgesamt;9564000;Nürnberg;voll.;6,581;3,980;2,601;66;35;31;393;241;152;459;276;183;501;248;253;487;261;226;4,770;2,978;1,792;364;217;147;5,134;3,195;1,939
------;Straftaten insgesamt;9564000;Nürnberg;vers.;607;421;186;6;4;2;25;14;11;31;18;13;38;28;10;51;36;15;444;315;129;43;24;19;487;339;148
------;Straftaten insgesamt;9564000;Nürnberg;insg.;7,188;4,401;2,787;72;39;33;418;255;163;490;294;196;539;276;263;538;297;241;5,214;3,293;1,921;407;241;166;5,621;3,534;2,087
------;Straftaten insgesamt;5119000;Oberhausen;voll.;2,755;1,556;1,199;53;19;34;191;95;96;244;114;130;212;120;92;177;99;78;1,934;1,099;835;188;124;64;2,122;1,223;899
------;Straftaten insgesamt;5119000;Oberhausen;vers.;151;98;53;1;1;0;15;8;7;16;9;7;10;7;3;19;11;8;90;61;29;16;10;6;106;71;35
------;Straftaten insgesamt;5119000;Oberhausen;insg.;2,906;1,654;1,252;54;20;34;206;103;103;260;123;137;222;127;95;196;110;86;2,024;1,160;864;204;134;70;2,228;1,294;934
------;Straftaten insgesamt;6413000;Offenbach am Main;voll.;1,360;710;650;19;14;5;61;28;33;80;42;38;98;40;58;81;38;43;1,001;534;467;100;56;44;1,101;590;511
------;Straftaten insgesamt;6413000;Offenbach am Main;vers.;57;39;18;0;0;0;1;1;0;1;1;0;3;3;0;2;2;0;40;24;16;11;9;2;51;33;18
------;Straftaten insgesamt;6413000;Offenbach am Main;insg.;1,417;749;668;19;14;5;62;29;33;81;43;38;101;43;58;83;40;43;1,041;558;483;111;65;46;1,152;623;529
------;Straftaten insgesamt;3403000;Oldenburg (Oldenburg);voll.;2,041;1,171;870;18;9;9;80;36;44;98;45;53;145;72;73;224;117;107;1,485;882;603;89;55;34;1,574;937;637
------;Straftaten insgesamt;3403000;Oldenburg (Oldenburg);vers.;150;99;51;0;0;0;6;3;3;6;3;3;11;5;6;13;12;1;110;70;40;10;9;1;120;79;41
------;Straftaten insgesamt;3403000;Oldenburg (Oldenburg);insg.;2,191;1,270;921;18;9;9;86;39;47;104;48;56;156;77;79;237;129;108;1,595;952;643;99;64;35;1,694;1,016;678
------;Straftaten insgesamt;3404000;Osnabrück;voll.;2,693;1,552;1,141;40;15;25;128;48;80;168;63;105;208;94;114;212;117;95;1,953;1,195;758;152;83;69;2,105;1,278;827
------;Straftaten insgesamt;3404000;Osnabrück;vers.;176;107;69;1;0;1;4;3;1;5;3;2;21;7;14;13;7;6;126;84;42;11;6;5;137;90;47
------;Straftaten insgesamt;3404000;Osnabrück;insg.;2,869;1,659;1,210;41;15;26;132;51;81;173;66;107;229;101;128;225;124;101;2,079;1,279;800;163;89;74;2,242;1,368;874
------;Straftaten insgesamt;5774032;Paderborn;voll.;2,076;1,209;867;18;10;8;86;29;57;104;39;65;114;54;60;202;123;79;1,522;924;598;134;69;65;1,656;993;663
------;Straftaten insgesamt;5774032;Paderborn;vers.;209;121;88;4;2;2;6;2;4;10;4;6;8;6;2;17;10;7;154;95;59;20;6;14;174;101;73
------;Straftaten insgesamt;5774032;Paderborn;insg.;2,285;1,330;955;22;12;10;92;31;61;114;43;71;122;60;62;219;133;86;1,676;1,019;657;154;75;79;1,830;1,094;736
------;Straftaten insgesamt;8231000;Pforzheim;voll.;1,844;1,074;770;19;15;4;96;50;46;115;65;50;151;86;65;184;98;86;1,268;743;525;126;82;44;1,394;825;569
------;Straftaten insgesamt;8231000;Pforzheim;vers.;100;71;29;0;0;0;2;1;1;2;1;1;3;3;0;7;5;2;77;57;20;11;5;6;88;62;26
------;Straftaten insgesamt;8231000;Pforzheim;insg.;1,944;1,145;799;19;15;4;98;51;47;117;66;51;154;89;65;191;103;88;1,345;800;545;137;87;50;1,482;887;595
------;Straftaten insgesamt;12054000;Potsdam;voll.;1,919;1,120;799;39;23;16;139;80;59;178;103;75;146;81;65;137;83;54;1,343;805;538;115;48;67;1,458;853;605
------;Straftaten insgesamt;12054000;Potsdam;vers.;156;94;62;4;2;2;11;4;7;15;6;9;17;9;8;10;9;1;108;67;41;6;3;3;114;70;44
------;Straftaten insgesamt;12054000;Potsdam;insg.;2,075;1,214;861;43;25;18;150;84;66;193;109;84;163;90;73;147;92;55;1,451;872;579;121;51;70;1,572;923;649
------;Straftaten insgesamt;5562032;Recklinghausen;voll.;1,677;921;756;15;10;5;98;61;37;113;71;42;121;60;61;112;59;53;1,197;661;536;134;70;64;1,331;731;600
------;Straftaten insgesamt;5562032;Recklinghausen;vers.;161;96;65;4;3;1;4;2;2;8;5;3;4;1;3;14;10;4;112;68;44;23;12;11;135;80;55
------;Straftaten insgesamt;5562032;Recklinghausen;insg.;1,838;1,017;821;19;13;6;102;63;39;121;76;45;125;61;64;126;69;57;1,309;729;580;157;82;75;1,466;811;655
------;Straftaten insgesamt;9362000;Regensburg;voll.;1,675;1,002;673;17;6;11;54;33;21;71;39;32;94;41;53;153;78;75;1,258;790;468;99;54;45;1,357;844;513
------;Straftaten insgesamt;9362000;Regensburg;vers.;160;101;59;1;1;0;2;2;0;3;3;0;8;4;4;7;3;4;134;87;47;8;4;4;142;91;51
------;Straftaten insgesamt;9362000;Regensburg;insg.;1,835;1,103;732;18;7;11;56;35;21;74;42;32;102;45;57;160;81;79;1,392;877;515;107;58;49;1,499;935;564
------;Straftaten insgesamt;5120000;Remscheid;voll.;1,489;789;700;16;5;11;102;49;53;118;54;64;134;68;66;92;47;45;1,016;543;473;129;77;52;1,145;620;525
------;Straftaten insgesamt;5120000;Remscheid;vers.;138;80;58;1;1;0;9;3;6;10;4;6;13;5;8;10;7;3;89;59;30;16;5;11;105;64;41
------;Straftaten insgesamt;5120000;Remscheid;insg.;1,627;869;758;17;6;11;111;52;59;128;58;70;147;73;74;102;54;48;1,105;602;503;145;82;63;1,250;684;566
------;Straftaten insgesamt;8415061;Reutlingen;voll.;1,389;820;569;14;9;5;93;62;31;107;71;36;92;46;46;102;59;43;1,010;589;421;78;55;23;1,088;644;444
------;Straftaten insgesamt;8415061;Reutlingen;vers.;105;70;35;0;0;0;3;1;2;3;1;2;12;3;9;5;3;2;76;56;20;9;7;2;85;63;22
------;Straftaten insgesamt;8415061;Reutlingen;insg.;1,494;890;604;14;9;5;96;63;33;110;72;38;104;49;55;107;62;45;1,086;645;441;87;62;25;1,173;707;466
------;Straftaten insgesamt;13003000;Rostock;voll.;3,093;1,814;1,279;89;55;34;250;133;117;339;188;151;295;145;150;245;145;100;2,046;1,252;794;168;84;84;2,214;1,336;878
------;Straftaten insgesamt;13003000;Rostock;vers.;253;165;88;6;4;2;35;18;17;41;22;19;22;11;11;17;11;6;161;117;44;12;4;8;173;121;52
------;Straftaten insgesamt;13003000;Rostock;insg.;3,346;1,979;1,367;95;59;36;285;151;134;380;210;170;317;156;161;262;156;106;2,207;1,369;838;180;88;92;2,387;1,457;930
------;Straftaten insgesamt;10041100;Saarbrücken;voll.;3,854;2,377;1,477;33;20;13;169;87;82;202;107;95;256;141;115;315;180;135;2,771;1,750;1,021;310;199;111;3,081;1,949;1,132
------;Straftaten insgesamt;10041100;Saarbrücken;vers.;362;248;114;2;1;1;9;5;4;11;6;5;25;22;3;29;20;9;262;178;84;35;22;13;297;200;97
------;Straftaten insgesamt;10041100;Saarbrücken;insg.;4,216;2,625;1,591;35;21;14;178;92;86;213;113;100;281;163;118;344;200;144;3,033;1,928;1,105;345;221;124;3,378;2,149;1,229
------;Straftaten insgesamt;3102000;Salzgitter;voll.;1,426;797;629;24;13;11;125;75;50;149;88;61;120;72;48;117;51;66;969;536;433;71;50;21;1,040;586;454
------;Straftaten insgesamt;3102000;Salzgitter;vers.;77;41;36;2;2;0;11;3;8;13;5;8;4;2;2;6;5;1;50;26;24;4;3;1;54;29;25
------;Straftaten insgesamt;3102000;Salzgitter;insg.;1,503;838;665;26;15;11;136;78;58;162;93;69;124;74;50;123;56;67;1,019;562;457;75;53;22;1,094;615;479
------;Straftaten insgesamt;13004000;Schwerin;voll.;1,968;1,201;767;18;9;9;141;75;66;159;84;75;150;91;59;161;107;54;1,391;859;532;107;60;47;1,498;919;579
------;Straftaten insgesamt;13004000;Schwerin;vers.;121;89;32;1;0;1;12;10;2;13;10;3;10;5;5;5;3;2;83;64;19;10;7;3;93;71;22
------;Straftaten insgesamt;13004000;Schwerin;insg.;2,089;1,290;799;19;9;10;153;85;68;172;94;78;160;96;64;166;110;56;1,474;923;551;117;67;50;1,591;990;601
------;Straftaten insgesamt;5970040;Siegen;voll.;1,580;917;663;18;13;5;70;34;36;88;47;41;132;59;73;113;60;53;1,153;690;463;94;61;33;1,247;751;496
------;Straftaten insgesamt;5970040;Siegen;vers.;161;103;58;4;4;0;7;5;2;11;9;2;9;8;1;13;5;8;116;73;43;12;8;4;128;81;47
------;Straftaten insgesamt;5970040;Siegen;insg.;1,741;1,020;721;22;17;5;77;39;38;99;56;43;141;67;74;126;65;61;1,269;763;506;106;69;37;1,375;832;543
------;Straftaten insgesamt;5122000;Solingen;voll.;1,994;1,057;937;36;13;23;150;92;58;186;105;81;170;93;77;130;70;60;1,323;680;643;185;109;76;1,508;789;719
------;Straftaten insgesamt;5122000;Solingen;vers.;175;94;81;2;2;0;7;3;4;9;5;4;15;9;6;13;10;3;123;62;61;15;8;7;138;70;68
------;Straftaten insgesamt;5122000;Solingen;insg.;2,169;1,151;1,018;38;15;23;157;95;62;195;110;85;185;102;83;143;80;63;1,446;742;704;200;117;83;1,646;859;787
------;Straftaten insgesamt;8111000;Stuttgart;voll.;9,634;6,000;3,634;68;43;25;400;223;177;468;266;202;630;323;307;749;428;321;7,240;4,668;2,572;547;315;232;7,787;4,983;2,804
------;Straftaten insgesamt;8111000;Stuttgart;vers.;886;628;258;6;2;4;29;20;9;35;22;13;54;38;16;50;35;15;695;497;198;52;36;16;747;533;214
------;Straftaten insgesamt;8111000;Stuttgart;insg.;10,520;6,628;3,892;74;45;29;429;243;186;503;288;215;684;361;323;799;463;336;7,935;5,165;2,770;599;351;248;8,534;5,516;3,018
------;Straftaten insgesamt;7211000;Trier;voll.;1,814;1,064;750;12;7;5;80;40;40;92;47;45;115;63;52;183;105;78;1,328;803;525;96;46;50;1,424;849;575
------;Straftaten insgesamt;7211000;Trier;vers.;151;94;57;2;2;0;1;0;1;3;2;1;12;9;3;11;9;2;113;66;47;12;8;4;125;74;51
------;Straftaten insgesamt;7211000;Trier;insg.;1,965;1,158;807;14;9;5;81;40;41;95;49;46;127;72;55;194;114;80;1,441;869;572;108;54;54;1,549;923;626
------;Straftaten insgesamt;8421000;Ulm;voll.;1,589;902;687;24;15;9;77;34;43;101;49;52;156;72;84;165;84;81;1,069;648;421;98;49;49;1,167;697;470
------;Straftaten insgesamt;8421000;Ulm;vers.;80;51;29;1;1;0;6;0;6;7;1;6;5;3;2;5;5;0;54;37;17;9;5;4;63;42;21
------;Straftaten insgesamt;8421000;Ulm;insg.;1,669;953;716;25;16;9;83;34;49;108;50;58;161;75;86;170;89;81;1,123;685;438;107;54;53;1,230;739;491
------;Straftaten insgesamt;6414000;Wiesbaden;voll.;4,032;2,162;1,870;37;20;17;174;88;86;211;108;103;247;115;132;328;163;165;2,970;1,619;1,351;276;157;119;3,246;1,776;1,470
------;Straftaten insgesamt;6414000;Wiesbaden;vers.;250;166;84;0;0;0;9;5;4;9;5;4;16;13;3;18;10;8;191;126;65;16;12;4;207;138;69
------;Straftaten insgesamt;6414000;Wiesbaden;insg.;4,282;2,328;1,954;37;20;17;183;93;90;220;113;107;263;128;135;346;173;173;3,161;1,745;1,416;292;169;123;3,453;1,914;1,539
------;Straftaten insgesamt;3103000;Wolfsburg;voll.;1,468;824;644;31;14;17;92;47;45;123;61;62;91;50;41;97;43;54;1,068;628;440;89;42;47;1,157;670;487
------;Straftaten insgesamt;3103000;Wolfsburg;vers.;62;35;27;0;0;0;4;1;3;4;1;3;4;3;1;6;2;4;39;24;15;9;5;4;48;29;19
------;Straftaten insgesamt;3103000;Wolfsburg;insg.;1,530;859;671;31;14;17;96;48;48;127;62;65;95;53;42;103;45;58;1,107;652;455;98;47;51;1,205;699;506
------;Straftaten insgesamt;5124000;Wuppertal;voll.;5,775;3,144;2,631;61;29;32;342;174;168;403;203;200;441;239;202;430;226;204;4,116;2,249;1,867;385;227;158;4,501;2,476;2,025
------;Straftaten insgesamt;5124000;Wuppertal;vers.;446;261;185;4;1;3;29;14;15;33;15;18;34;16;18;25;17;8;315;190;125;39;23;16;354;213;141
------;Straftaten insgesamt;5124000;Wuppertal;insg.;6,221;3,405;2,816;65;30;35;371;188;183;436;218;218;475;255;220;455;243;212;4,431;2,439;1,992;424;250;174;4,855;2,689;2,166
------;Straftaten insgesamt;9663000;Würzburg;voll.;1,329;810;519;10;4;6;69;34;35;79;38;41;118;57;61;116;72;44;937;595;342;79;48;31;1,016;643;373
------;Straftaten insgesamt;9663000;Würzburg;vers.;152;99;53;2;2;0;4;0;4;6;2;4;2;1;1;10;7;3;119;85;34;15;4;11;134;89;45
